process_name,notes,contributor_id,date_created,date_updated,process_name_id
brachytherapy,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",333
"well logging",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",334
irradiator,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",335
gauges,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",336
"bulk materials elemental analyzer",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",337
"depleted uranium collimator",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",338
"liquid scintillation counter calibration",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",339
"loose calibration source",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",340
"electron tube",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",341
"ionizing radiation measurement instruments",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",342
"manual afterloading",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",343
"ldr remote afterloading",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",344
"general license",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",345
"specific license",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",346
"fixed gauge small calibrator",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",347
"portable gauge",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",348
"neutron source",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",349
"specialty and large trucks",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",350
"motorcycles and similar",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",351
non-resident,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",352
resident,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",353
structures,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",354
"single family",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",355
"multi family",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",356
apartments,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",357
"heat pumps",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",358
"gas-fired furnaces",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",359
"oil-fired boilers",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",360
"oil tanks",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",361
"built-in electric heaters",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",362
"wood stoves",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",363
"central air conditioning",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",364
radiators,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",365
"chimney liners",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",366
"water heaters",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",367
"kitchen sinks",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",368
"septic tanks",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",369
masonry-brick,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",370
concrete,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",371
steel,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",372
"ventilation and sprinklers",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",373
"space heaters",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",374
"packaged heating units",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",375
"central air conditiong",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",376
"central chillers",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",377
"packaged air conditioning",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",378
"swamp coolers",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",379
"walk-in freezers",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",380
"built-in refrigerated cases",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",381
"commercial sinks",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",382
elevators,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",383
"power plants",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",384
heating,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",385
cooling,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",386
equipment,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",387
"washing machines",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",388
"stoves and domestic cooking ranges",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",389
"electrical and electronic",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",390
"stereos and radios",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",391
irons,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",392
tableware,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",393
"steel and tin cans",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",394
"charcoal and gas grills",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",395
beds,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",396
"filing cabinets",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",397
tools,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",398
"lawn mowers",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",399
"snow blowers",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",400
guns,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",401
"commercial electronics and appliances",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",402
"stoves and ovens and steamers",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",403
fryers,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",404
"eletrical and electronic",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",405
shelving,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",406
"desks and tables",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",407
chairs,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",408
"restaurant cooking equipment",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",409
"automotive tools",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",410
"shopping carts",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",411
kegs,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",412
"laboratory equipment and hvac",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",413
dumpsters,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",414
"industrial machinery and appliances",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",415
"agriculture and forestry",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",416
"transportation and warehousing",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",417
"manufacturing equipment",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",418
small,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",419
large,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",420
"process boilers",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",421
"steel drums",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",422
vehicles,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",423
cranes,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",424
"supply and distribution mains",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",425
hydrants,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",426
"service connections",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",427
pumps,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",428
"private wells",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",429
mains,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",430
meters,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",431
"oil storage and distribution",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",432
tanks,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",433
pipeline,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",434
"storm sewers",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",435
"manhole covers",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",436
grates,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",437
streetscape,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",438
"traffic lights",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",439
"chain link fence",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",440
"guard rail",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",441
billboards,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",442
track,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",443
"overhead contact system",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",444
"roads and bridges",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",445
"reinforced concrete roads",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",446
cable,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",447
towers,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",448
manholes,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",449
"machinery and appliances",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",450
"obsolete products",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",451
"buildings and infrastructre",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",452
"household appliances and electronics",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",453
"bank vaults",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",454
escalators,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",455
smokestacks,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",456
"telecommunications support",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",457
"restaurant industry",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",458
auto,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",459
cycles,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",460
"scrap yard vehicles",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",461
"industrial and construction machinery",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",462
"farming tools",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",463
"mechanics tools",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",464
"specialized commercial equipment",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",465
"stoves and domestric cooking",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",466
"garbage disposers",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",467
"other household appliances",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",468
"rotary rack ovens",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",469
"soft serve yogurt machines",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",470
"other commercial appliances",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",471
"domestic equipment",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",472
"commercial equipment",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",473
fasteners,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",474
jewelery,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",475
coins,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",476
"hospital equipment",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",477
cookware,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",478
"household batteries",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",479
"disposable razors",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",480
"gardening tools",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",481
kettles,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",482
"air curtain cookers",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",483
"tables and stations and bars and counters",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",484
"cash register drawers",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",485
"on-site sand waste",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",486
"mining phosphate mine slimes",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",487
"phosphoric tailings",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",488
"beneficiation phosphate mine slimes",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",489
phosphogypsum,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",490
ferrophosphorus,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",491
"phosphorus slag",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",492
"crop residues",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",493
"animal waste",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",494
excreta,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",495
"other human waste",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",496
"food waste",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",497
"slag and leachate",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",498
"water bodies",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",499
land,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",500
hibernating,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",501
"non-hazardous industrial waste and hazardous industrial waste",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",502
"refined Zn",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",503
"electrical and electronics",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",504
miscellaneous,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",505
"recycled scrap",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",506
scrap,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",507
concentrate,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",508
"Ni matte",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",509
"refined Ni",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",510
packaging,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",511
machinery,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",512
deoxidation,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",513
"aerospace and defense",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",514
"sports equipment",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",515
metal,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",516
"steel alloys",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",517
"non-ferrous alloys",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",518
"chemical industry",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",519
"building and infrastructure",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",520
"refractory and foundries",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",521
"other metallurgy",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",522
"non-steel alloys",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",523
"metal goods",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",524
"cement carbides",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",525
"household appliances and metal goods",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",526
"build and infrastructure",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",527
communications,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",528
architecture,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",529
"building plant",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",530
"dissipative uses",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",531
"pigments and CCA",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",532
"die casting",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",533
"alloys and brass",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",534
"zinc chemicals",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",535
"rolled zinc",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",536
"sacrificial anodes",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",537
"integrated circuits",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",538
"optoelectronic devices",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",539
"solar cells",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",540
"fiber optic systems",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",541
"polymerization catalysts",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",542
"electronics and solar electric applications",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",543
"semiconductor devices",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",544
"copper alloys",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",545
"glass manufacturing",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",546
"chemical and pigments",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",547
phosphors,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",548
refractory,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",549
"foundry molds",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",550
"oil and gas industry",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",551
"stainless steel",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",552
"niobium metal and alloys",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",553
"engineering steels",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",554
"toll and high speed steel",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",555
"pigments and flame retardants",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",556
"cast iron",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",557
"molybdenum metal",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",558
autocatalyst,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",559
glass,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",560
investment,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",561
"jewelry and silverware",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",562
"brazing alloys",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",563
"consumer batteries",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",564
"industrial batteries",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",565
coatings,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",566
"thin-film coatings",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",567
"solders and alloys",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",568
"electrical components and semiconductors",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",569
solder,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",570
tinplate,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",571
tinning,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",572
"stabilizer in PVC",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",573
biocide,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",574
"flame retardants",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",575
"lead-acid batteries",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",576
"ceramic and glass",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",577
"solar and PV market",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",578
"thermoelectric devices",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",579
"rubber applications",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",580
"fluid catalysts",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",581
"battery alloys",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",582
"glass polishing",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",583
"metallurgy excluding batteries",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",584
"neodymium magnets",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",586
"autocatalytic converters",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",587
"medical imaging",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",588
"X-ray and lasers",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",589
X-ray,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",590
"nuclear energy rods",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",591
"plasma cutting tools manufacturing",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",592
"alloy additives",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",593
"sputtering targets",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",594
"steel and superalloys",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",595
"mill products",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",596
"general catalysts",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",597
"petroleum catalysts",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",598
"petrochemical catalysts",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",599
"electronic microscopy",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",600
"hard alloys",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",601
"medical and biomedical",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",602
petroleum,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",603
"dental and medical",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",604
"artisanal and small-scale mining",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",605
"vinyl chloride monomer production",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",606
"chlorine caustic soda manufacturing",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",607
"dental equipment and supplies",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",608
"electrical and electronic devices",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",609
"measuring and control devices",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",610
"electrical lighting",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",611
"rolled and extruded products",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",612
"pigments and others",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",613
shot/ammunitions,NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",614
"solder alloys",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",615
"gasoline additives",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",617
"fusible alloys; solders; and ammunition",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",618
"metallurgical additives",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",619
"pharmaceutical and chemicals",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",620
"welding electrodes",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",621
"nuclear applications",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",622
"nuclear energy",NULL,1,"2019-02-04 14:46:58","2019-02-04 14:46:58",623
